,Unnamed: 0,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
3676,3677,Scrabble,PSP,2009,Misc,Electronic Arts,80000,0,0,10000
3684,3685,Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Misc,unknown,120000,50000,0,0
3701,3702,Moe Star: Moeru Toudai Eigojuku,DS,2008,Misc,Mirai Shounen,0,0,20000,0
3712,3713,Connect Four / Perfection / Trouble,GBA,2005,Misc,Zoo Digital Publishing,190000,70000,0,0
3727,3728,Jampack Volume 13 (RP-M),PS2,2005,Misc,Sony Computer Entertainment,370000,10000,0,60000
3738,3739,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,10000,0,20000,0
3760,3761,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,850000,580000,0,160000
3774,3775,Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive,60000,20000,0,0
3787,3788,Just Dance Kids 2,PS3,2011,Misc,Ubisoft,100000,100000,0,40000
3794,3795,Quiz Magic Academy DS,DS,2008,Misc,Konami Digital Entertainment,0,0,320000,0
3796,3797,Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,50000,40000,0,20000
3797,3798,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,Misc,Square Enix,0,0,110000,0
3814,3815,You Don't Know Jack,X360,2011,Misc,THQ,190000,0,0,10000
3839,3840,Extreme Pinball,PS,1995,Misc,Electronic Arts,180000,120000,0,20000
3849,3850,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,0,0,40000,0
3852,3853,7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,0,20000,0,0
3865,3866,Dance Central 3,X360,2012,Misc,Microsoft Game Studios,570000,200000,0,60000
3874,3875,Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,90000,0,0,10000
3883,3884,Chessmaster,XB,2004,Misc,Ubisoft,100000,30000,0,0
3888,3889,American Idol,GBA,2003,Misc,Codemasters,150000,60000,0,0
3893,3894,World Championship Poker,GBA,2004,Misc,Crave Entertainment,120000,50000,0,0
3901,3902,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007,Misc,Benesse,0,0,100000,0
3904,3905,Bicycle Casino 2005,XB,2004,Misc,Zoo Digital Publishing,170000,50000,0,10000
3908,3909,Jampack Summer 2001,PS2,2001,Misc,Sony Computer Entertainment,360000,280000,0,100000
3920,3921,Board Game: Top Shop,PS,1999,Misc,Success,10000,10000,0,0
3924,3925,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,0,0,1000000,0
3925,3926,The Price is Right,Wii,2008,Misc,Ubisoft,770000,0,0,60000
3927,3928,Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,60000,40000,0,10000
3930,3931,Mario Paint,SNES,1992,Misc,Nintendo,1430000,540000,710000,70000
3938,3939,Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,1080000,280000,0,130000
3940,3941,MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,150000,40000,0,10000
3975,3976,Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013,Misc,Nippon Columbia,0,0,80000,0
4003,4004,Kaidan Restaurant: Ura Menu 100-Sen,DS,2010,Misc,Namco Bandai Games,0,0,80000,0
4007,4008,The Game of Life,PS,1998,Misc,Unknown,460000,310000,0,50000
4011,4012,Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,80000,0,190000,10000
4014,4015,Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,40000,0,0,0
4032,4033,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009,Misc,Namco Bandai Games,0,0,400000,0
4033,4034,Just Dance 2014,Wii,2013,Misc,Ubisoft,1980000,1470000,0,320000
4036,4037,Just Dance 2015,PS4,2014,Misc,Ubisoft,190000,130000,0,60000
4050,4051,Sesame Street: Elmo's Letter Adventure,PS,1998,Misc,NewKidCo,170000,120000,0,20000
4064,4065,Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0,0,40000,0
4076,4077,Buzz! Brain of the UK,PS3,2009,Misc,Sony Computer Entertainment,0,150000,0,20000
4088,4089,Disney Sing It,X360,2008,Misc,Disney Interactive Studios,390000,10000,0,30000
4096,4097,"Barbie: Jet, Set & Style!",Wii,2011,Misc,THQ,230000,10000,0,20000
4103,4104,Zubo,DS,2008,Misc,Electronic Arts,90000,30000,0,10000
4113,4114,Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,110000,0,0,10000
4118,4119,Midway Arcade Treasures,XB,2003,Misc,Midway Games,330000,80000,0,10000
4139,4140,Guitar Hero: Metallica,PS2,2009,Misc,Activision,170000,130000,0,40000
4164,4165,Just Dance: Disney Party,X360,2012,Misc,Ubisoft,130000,20000,0,10000
4168,4169,Pro Pinball,PS,1996,Misc,Empire Interactive,230000,150000,0,30000
4182,4183,Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,0,0,500000,40000
4190,4191,DJ Max Fever,PSP,2009,Misc,PM Studios,90000,0,0,10000
4197,4198,Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games,150000,80000,0,20000
4200,4201,Sleepover Party,Wii,2009,Misc,Ubisoft,30000,0,0,0
4206,4207,Wipeout: In The Zone,X360,2011,Misc,Activision,870000,0,0,50000
4209,4210,Buzz! Quiz TV,PS3,2008,Misc,Sony Computer Entertainment,280000,480000,0,140000
4212,4213,Bomberman Land,Wii,2007,Misc,Rising Star Games,110000,20000,30000,10000
4217,4218,Hello Kitty: Happy Party Pals,GBA,2005,Misc,THQ,120000,50000,0,0
4237,4238,Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,0,0,50000,0
4241,4242,Rocksmith 2014,PS3,2013,Misc,Ubisoft,510000,270000,50000,150000
4260,4261,Carnival Games,DS,2008,Misc,Take-Two Interactive,1230000,640000,0,190000
4270,4271,Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,SNES,1991,Misc,Epoch,0,0,80000,0
4291,4292,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008,Misc,Namco Bandai Games,0,0,650000,0
4295,4296,MTV Music Generator 2,PS2,2001,Misc,Codemasters,80000,60000,0,20000
4303,4304,My French Coach,DS,2007,Misc,Ubisoft,150000,20000,0,10000
4312,4313,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,Misc,D3Publisher,10000,0,0,0
4317,4318,ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,70000,0,0,10000
4326,4327,Super Monkey Ball: Touch & Roll,DS,2005,Misc,Sega,700000,10000,0,60000
4342,4343,Dreamer Series: Pop Star,DS,2009,Misc,Tivola,40000,20000,0,10000
4343,4344,Kinect Adventures!,X360,2010,Misc,Microsoft Game Studios,14970000,4940000,240000,1670000
4353,4354,Chuck E. Cheese's Party Games,DS,2010,Misc,UFO Interactive,170000,0,0,10000
4362,4363,Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,750000,180000,0,160000
4367,4368,Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,Misc,unknown,110000,40000,0,0
4375,4376,Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006,Misc,Konami Digital Entertainment,0,0,70000,0
4376,4377,Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,110000,100000,10000,50000
4378,4379,Namco Museum Remix,Wii,2007,Misc,Atari,680000,0,0,50000
4379,4380,Karaoke Joysound Wii,Wii,2008,Misc,Hudson Soft,10000,0,250000,0
4390,4391,Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,Misc,Sammy Corporation,0,0,200000,0
4399,4400,Guitar Hero On Tour: Modern Hits,DS,2009,Misc,Activision,130000,200000,0,40000
4401,4402,Victorious: Hollywood Arts Debut,DS,2011,Misc,D3Publisher,140000,10000,0,10000
4402,4403,Interactive Storybook DS Series 3,DS,2007,Misc,Tommo,20000,0,0,0
4404,4405,"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,100000,0,0,10000
4413,4414,Wii Party U,WiiU,2013,Misc,Nintendo,310000,540000,840000,80000
4420,4421,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007,Misc,Sega,0,0,20000,0
4434,4435,Guitar Hero: Metallica,PS3,2009,Misc,Activision,280000,240000,0,100000
4443,4444,Atari Anniversary Advance,GBA,2002,Misc,Atari,130000,50000,0,0
4445,4446,Monopoly,PS2,2008,Misc,Electronic Arts,210000,160000,0,50000
4450,4451,World Party Games,Wii,2009,Misc,505 Games,70000,0,0,10000
4464,4465,Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment,630000,430000,0,70000
4465,4466,Just Dance Wii 2,Wii,2012,Misc,Nintendo,0,0,290000,0
4470,4471,Jeopardy! 2nd Edition,PS,2000,Misc,Hasbro Interactive,160000,110000,0,20000
4474,4475,SingStar Pop Edition,PS3,2009,Misc,Sony Computer Entertainment,0,190000,0,50000
4489,4490,World Series of Poker,GC,2005,Misc,Activision Value,40000,10000,0,0
4505,4506,Doko Demo Issho,PSP,2004,Misc,Sony Computer Entertainment,0,0,100000,0
4531,4532,Princess Arthur,PSP,2013,Misc,Idea Factory,0,0,10000,0
4551,4552,Dreamworks 2-in-1 Party Pack,DS,2010,Misc,Activision,140000,0,0,10000
4553,4554,Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,100000,80000,0,30000
4556,4557,SingStar Legends,PS2,2006,Misc,Sony Computer Entertainment,120000,750000,0,230000
4564,4565,I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,60000,0,0,0
4584,4585,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0,0,520000,0
4594,4595,The Price is Right 2010 Edition,Wii,2009,Misc,Ubisoft,220000,0,0,20000
4597,4598,The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,100000,0,0,10000
4599,4600,Dreamcast Collection,X360,2011,Misc,Sega,160000,70000,0,20000
4612,4613,SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,100000,590000,0,180000
4616,4617,Pinball Hall of Fame: The Williams Collection,PSP,2008,Misc,System 3 Arcade Software,90000,10000,0,10000
4659,4660,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3490000,10000,10000,1480000
4661,4662,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0,0,60000,0
4669,4670,Jampack Spring 2004 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,200000,160000,0,50000
4673,4674,"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive,40000,30000,0,10000
4680,4681,Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,610000,0,0,180000
4707,4708,Noddy in Toyland,DS,2011,Misc,GSP,0,50000,0,10000
4728,4729,Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,130000,60000,0,40000
4738,4739,Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,60000,0,0,0
4742,4743,High School Musical 3: Senior Year DANCE!,X360,2008,Misc,Disney Interactive Studios,180000,0,0,10000
4755,4756,Midway Arcade Treasures 2,XB,2004,Misc,Midway Games,240000,50000,0,10000
4757,4758,Just Dance 2015,X360,2014,Misc,Ubisoft,410000,160000,0,60000
4766,4767,ESA Game Pack,PS3,2010,Misc,Sony Computer Entertainment,90000,0,0,10000
4767,4768,EyeToy Play 2,PS2,2004,Misc,Sony Computer Entertainment,180000,140000,0,50000
4769,4770,Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,250000,0,0,20000
4770,4771,Just Dance 3,PS3,2011,Misc,Ubisoft,330000,210000,0,90000
4788,4789,Schlag den Raab,PC,2010,Misc,Namco Bandai Games,0,20000,0,10000
4812,4813,Shrek Super Party,PS2,2002,Misc,TDK Mediactive,140000,110000,0,40000
4814,4815,Rocksmith 2014,PS4,2014,Misc,Ubisoft,340000,170000,0,110000
4823,4824,Quick Yoga Training,DS,2008,Misc,Ubisoft,130000,0,0,10000
4825,4826,Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,0,0,100000,0
4836,4837,Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,70000,70000,120000,10000
4849,4850,Shrek / Shark Tale Game Boy Advance Video,GBA,2006,Misc,Hasbro Interactive,10000,0,0,0
4851,4852,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002,Misc,Media Entertainment,0,0,10000,0
4858,4859,Game & Watch Gallery 4,GBA,2002,Misc,Nintendo,430000,160000,0,10000
4884,4885,Jump Start Pet Rescue,Wii,2009,Misc,Knowledge Adventure,410000,0,0,30000
4890,4891,Sega Casino,DS,2005,Misc,Sega,80000,0,0,10000
4891,4892,Just Dance Kids 2,X360,2011,Misc,Ubisoft,290000,90000,0,30000
4895,4896,Chuck E. Cheese's Game Room,DS,2010,Misc,UFO Interactive,120000,0,0,10000
4912,4913,Wheel of Fortune,DS,2010,Misc,THQ,410000,0,0,30000
4922,4923,Jampack: Summer 2003 (RP-M),PS2,2003,Misc,Sony Computer Entertainment,150000,120000,0,40000
4928,4929,Bomberman Land,PS,2000,Misc,Hudson Soft,0,0,150000,10000
4936,4937,100 Classic Games,DS,2011,Misc,Rondomedia,0,30000,0,0
4943,4944,Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,Nintendo,10000,610000,20000,40000
4977,4978,Caesars Palace Advance: Millennium Gold Edition,GBA,2001,Misc,Majesco Entertainment,50000,20000,0,0
4985,4986,Monopoly Streets,PS3,2010,Misc,Electronic Arts,160000,180000,0,70000
4989,4990,Guitar Hero: Aerosmith,X360,2008,Misc,Activision,1000000,140000,0,100000
4995,4996,Boogie,DS,2007,Misc,Electronic Arts,250000,0,0,20000
4997,4998,Montessori Music,DS,2008,Misc,Oxygen Interactive,10000,20000,0,0
5003,5004,PopCap Hits!,X360,2011,Misc,PopCap Games,0,20000,0,0
5014,5015,My Fashion Studio,DS,2007,Misc,Ubisoft,410000,10000,0,30000
5018,5019,Discovery Kids: Spider Quest,DS,2009,Misc,505 Games,70000,0,0,10000
5032,5033,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,100000,0,0,10000
5037,5038,Rio,X360,2011,Misc,THQ,50000,30000,0,10000
5046,5047,Miracle Girls Festival,PSV,2015,Misc,Sega,0,0,50000,0
5083,5084,Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010,Misc,Hudson Soft,0,0,90000,0
5084,5085,Gitaroo Man,PS2,2001,Misc,THQ,20000,20000,0,10000
5105,5106,Who Wants to be a Millionaire: 2nd Edition,DS,2008,Misc,Ubisoft,0,10000,0,0
5106,5107,Charm Girls Club: Pajama Party,Wii,2009,Misc,Electronic Arts,140000,0,0,10000
5113,5114,We Sing,Wii,2009,Misc,Nordic Games,0,690000,0,90000
5118,5119,Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0,0,40000,0
5148,5149,Disney Sing It! High School Musical 3: Senior Year,X360,2009,Misc,Disney Interactive Studios,90000,0,0,10000
5155,5156,Trivial Pursuit: Bet You Know It,Wii,2011,Misc,Electronic Arts,100000,40000,0,10000
5167,5168,Britney's Dance Beat,GBA,2002,Misc,THQ,150000,60000,0,0
5170,5171,Buzz! Junior: Jungle Party,PS2,2006,Misc,Sony Computer Entertainment,200000,160000,0,50000
5185,5186,Cheer We Go!,DS,2010,Misc,Natsume,40000,0,0,0
5191,5192,Dance on Broadway,PS3,2011,Misc,Ubisoft,50000,30000,0,10000
5201,5202,PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic,0,30000,0,0
5205,5206,Family Party: 90 Great Games Party Pack,Wii,2010,Misc,D3Publisher,310000,0,0,20000
5207,5208,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,2005,Misc,unknown,230000,80000,0,10000
5209,5210,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,D3Publisher,0,0,20000,0
5228,5229,PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,70000,50000,0,20000
5237,5238,Taiko no Tatsujin: Appare Sandaime,PS2,2003,Misc,Namco Bandai Games,0,0,490000,0
5242,5243,Duel Masters: Sempai Legends,GBA,2003,Misc,Atari,210000,80000,0,10000
5244,5245,Band Hero,PS3,2009,Misc,Activision,410000,240000,0,110000
5245,5246,Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005,Misc,unknown,110000,40000,0,0
5261,5262,Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment,540000,360000,0,60000
5278,5279,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,Take-Two Interactive,50000,40000,0,10000
5283,5284,Carnival Games: Wild West 3D,3DS,2011,Misc,Take-Two Interactive,60000,20000,0,10000
5292,5293,Mario Party 4,GC,2002,Misc,Nintendo,1130000,360000,920000,70000
5295,5296,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,0,0,60000,0
5305,5306,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,180000,30000,0,20000
5344,5345,Who Wants to Be A Millionaire?,X360,2011,Misc,Ubisoft,90000,0,0,10000
5368,5369,Dancing with the Stars: We Dance!,DS,2008,Misc,Activision,360000,0,0,30000
5390,5391,Jampack Fall 2001,PS,2001,Misc,Sony Computer Entertainment,330000,220000,0,40000
5414,5415,Disney Sing It,Wii,2008,Misc,Disney Interactive Studios,770000,310000,0,120000
5466,5467,Rabbids Land,WiiU,2012,Misc,Ubisoft,20000,10000,0,0
5479,5480,Defender,PS2,2002,Misc,Midway Games,200000,150000,0,50000
5495,5496,Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,470000,320000,0,80000
5501,5502,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009,Misc,D3Publisher,0,0,30000,0
5542,5543,Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,250000,200000,0,70000
5552,5553,Just Dance 2016,WiiU,2015,Misc,Ubisoft,280000,250000,0,50000
5558,5559,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0,0,40000,0
5562,5563,Storm Lover 2nd,PSP,2013,Misc,D3Publisher,0,0,20000,0
5563,5564,Mario Party: Island Tour,3DS,2013,Misc,Nintendo,610000,590000,550000,110000
5565,5566,Guitar Hero: World Tour,X360,2008,Misc,Activision,1780000,640000,0,250000
5576,5577,Sesame Street: Elmo's Number Journey,N64,1999,Misc,NewKidCo,150000,40000,0,0
5596,5597,Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0,0,30000,0
5620,5621,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006,Misc,Sega,0,0,60000,0
5633,5634,Eiken DS,DS,2007,Misc,Rocket Company,0,0,70000,0
5634,5635,Jenga World Tour,Wii,2007,Misc,Atari,50000,0,0,0
5645,5646,Are You Smarter than a 5th Grader? Make the Grade,DS,2008,Misc,THQ,360000,0,0,30000
5653,5654,Guitar Hero 5,X360,2009,Misc,Activision,650000,370000,0,110000
5684,5685,Mario Party 6,GC,2004,Misc,Nintendo,900000,110000,600000,50000
5688,5689,Rocksmith 2014,PC,2013,Misc,Ubisoft,350000,240000,0,70000
5689,5690,SingStar,PS2,2004,Misc,Sony Computer Entertainment,0,1370000,0,490000
5695,5696,Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,70000,30000,0,10000
5696,5697,Jampack Volume 13 (RP-T),PS2,2005,Misc,Sony Computer Entertainment,310000,240000,0,80000
5699,5700,Cosmetic Paradise: Make no Kiseki,DS,2008,Misc,Global A Entertainment,0,0,10000,0
5700,5701,Trick DS-han: Kakushi Kami no Sumukan,DS,2010,Misc,Konami Digital Entertainment,0,0,70000,0
5705,5706,Dream Salon,DS,2009,Misc,Zoo Digital Publishing,180000,0,0,10000
5711,5712,Rocksmith 2014,X360,2013,Misc,Ubisoft,690000,170000,0,80000
5714,5715,High Rollers Casino,XB,2004,Misc,Mud Duck Productions,100000,30000,0,0
5725,5726,Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,620000,200000,0,70000
5731,5732,Postman Pat: Special Delivery Service,DS,2009,Misc,GSP,0,10000,0,0
5740,5741,Rock Band Country Track Pack,X360,2009,Misc,MTV Games,220000,0,0,20000
5748,5749,Amnesia Crowd,PSP,2013,Misc,Idea Factory,0,0,50000,0
5756,5757,Princess Debut,DS,2008,Misc,Cave,100000,0,0,10000
5759,5760,Rock Band Country Track Pack,Wii,2009,Misc,MTV Games,420000,0,0,30000
5763,5764,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Misc,Sony Computer Entertainment,690000,470000,0,80000
5772,5773,Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0,0,70000,0
5786,5787,Mahjong Master,N64,1996,Misc,Konami Digital Entertainment,0,0,90000,0
5789,5790,Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0,120000,0,20000
5798,5799,"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005,Misc,THQ,370000,10000,0,60000
5811,5812,Music Maker: Rockstar,PS2,2009,Misc,Magix,20000,10000,0,0
5813,5814,Frequency,PS2,2001,Misc,Sony Computer Entertainment,90000,70000,0,20000
5816,5817,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006,Misc,Sega,0,0,70000,0
5819,5820,Deepak Chopra's Leela,Wii,2011,Misc,THQ,110000,10000,0,10000
5825,5826,World Championship Poker: Deluxe Series,DS,2005,Misc,505 Games,70000,0,0,10000
5854,5855,Rocksmith 2014,XOne,2014,Misc,Ubisoft,290000,80000,0,40000
5884,5885,The Naked Brothers Band: The Video Game,PS2,2008,Misc,THQ,80000,60000,0,20000
5890,5891,Hail to the Chimp,PS3,2008,Misc,Gamecock,50000,0,0,0
5891,5892,Fullmetal Alchemist: Trading Card Game,DS,2007,Misc,Destineer,10000,0,0,0
5892,5893,Tiny Toon Adventures: The Great Beanstalk,PS,1998,Misc,Sony Computer Entertainment,170000,120000,0,20000
5896,5897,World Championship Poker: Howard Lederer - All In,PSP,2006,Misc,505 Games,130000,0,0,10000
5910,5911,Victory Zone,PS,1995,Misc,Sony Computer Entertainment,0,0,100000,10000
5932,5933,Just Dance Kids 2,Wii,2011,Misc,Ubisoft,280000,0,0,20000
5938,5939,Kaboom!,2600,1980,Misc,Activision,1070000,70000,0,10000
5953,5954,Samba De Amigo,Wii,2008,Misc,Sega,420000,370000,10000,100000
5996,5997,High Rollers Casino,PS2,2004,Misc,Mud Duck Productions,200000,160000,0,50000
5997,5998,Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,180000,10000,0,20000
6005,6006,Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,110000,0,0,10000
6035,6036,Dream Pinball 3D,DS,2008,Misc,SouthPeak Games,30000,0,0,0
6047,6048,SingStar Motown,PS2,2009,Misc,Sony Computer Entertainment,0,60000,0,380000
6048,6049,Let's Yoga!,DS,2007,Misc,Konami Digital Entertainment,0,0,20000,0
6049,6050,Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,10000,100000,0,20000
6055,6056,Rush Hour,PS,1997,Misc,Psygnosis,20000,10000,0,0
6066,6067,Dexter's Lab Chess Challenge,GBA,2002,Misc,BAM! Entertainment,140000,50000,0,0
6072,6073,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,Unknown,0,0,30000,0
6073,6074,Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,0,0,40000,0
6105,6106,No One Can Stop Mr. Domino!,PS,1998,Misc,JVC,40000,30000,0,0
6106,6107,Jam Sessions: Sing and Play Guitar (jp sales),DS,2007,Misc,Ubisoft,0,0,10000,0
6110,6111,Press Your Luck 2010 Edition,DS,2009,Misc,Ubisoft,190000,0,0,10000
6114,6115,Guitar Hero: On Tour,DS,2008,Misc,Activision,2110000,1010000,10000,350000
6115,6116,Mind Quiz: Your Brain Coach,DS,2006,Misc,Ubisoft,0,0,80000,0
6130,6131,Karaoke Revolution Presents American Idol Encore,PS3,2008,Misc,Konami Digital Entertainment,80000,0,0,10000
